image_name,image_label
images/apple_pie/1005649.jpg,0
images/apple_pie/1014775.jpg,0
images/apple_pie/1026328.jpg,0
images/apple_pie/1028787.jpg,0
images/apple_pie/1043283.jpg,0
images/apple_pie/1050519.jpg,0
images/apple_pie/1057749.jpg,0
images/apple_pie/1057810.jpg,0
images/apple_pie/1072416.jpg,0
images/apple_pie/1074856.jpg,0
images/apple_pie/1074942.jpg,0
images/apple_pie/1076891.jpg,0
images/apple_pie/1077610.jpg,0
images/apple_pie/1077964.jpg,0
images/apple_pie/1088809.jpg,0
images/apple_pie/1097378.jpg,0
images/apple_pie/1103795.jpg,0
images/apple_pie/1109597.jpg,0
images/apple_pie/1111062.jpg,0
images/apple_pie/1112300.jpg,0
images/apple_pie/1112838.jpg,0
images/apple_pie/1121884.jpg,0
images/apple_pie/112378.jpg,0
images/apple_pie/1133267.jpg,0
images/apple_pie/1142597.jpg,0
images/apple_pie/1147371.jpg,0
images/apple_pie/1154371.jpg,0
images/apple_pie/1158360.jpg,0
images/apple_pie/1159801.jpg,0
images/apple_pie/1165004.jpg,0
images/apple_pie/1166116.jpg,0
images/apple_pie/1166210.jpg,0
images/apple_pie/116697.jpg,0
images/apple_pie/1174241.jpg,0
images/apple_pie/1174949.jpg,0
images/apple_pie/1177254.jpg,0
images/apple_pie/118237.jpg,0
images/apple_pie/1184568.jpg,0
images/apple_pie/1185445.jpg,0
images/apple_pie/1185654.jpg,0
images/apple_pie/1191665.jpg,0
images/apple_pie/1196628.jpg,0
images/apple_pie/1199851.jpg,0
images/apple_pie/1200079.jpg,0
images/apple_pie/1214326.jpg,0
images/apple_pie/1215650.jpg,0
images/apple_pie/1218767.jpg,0
images/apple_pie/1220194.jpg,0
images/apple_pie/1230465.jpg,0
images/apple_pie/1232311.jpg,0
images/apple_pie/123782.jpg,0
images/apple_pie/1239205.jpg,0
images/apple_pie/1240585.jpg,0
images/apple_pie/1246460.jpg,0
images/apple_pie/1246552.jpg,0
images/apple_pie/1252879.jpg,0
images/apple_pie/1264435.jpg,0
images/apple_pie/1265307.jpg,0
images/apple_pie/1272778.jpg,0
images/apple_pie/127721.jpg,0
images/apple_pie/1280767.jpg,0
images/apple_pie/128259.jpg,0
images/apple_pie/1284682.jpg,0
images/apple_pie/1289014.jpg,0
images/apple_pie/1290425.jpg,0
images/apple_pie/1305678.jpg,0
images/apple_pie/1322211.jpg,0
images/apple_pie/1323309.jpg,0
images/apple_pie/1335563.jpg,0
images/apple_pie/134.jpg,0
images/apple_pie/1340287.jpg,0
images/apple_pie/1343307.jpg,0
images/apple_pie/1344873.jpg,0
images/apple_pie/1346262.jpg,0
images/apple_pie/1348788.jpg,0
images/apple_pie/1350394.jpg,0
images/apple_pie/1354215.jpg,0
images/apple_pie/1355206.jpg,0
images/apple_pie/1357950.jpg,0
images/apple_pie/1361950.jpg,0
images/apple_pie/136256.jpg,0
images/apple_pie/1376013.jpg,0
images/apple_pie/1379062.jpg,0
images/apple_pie/1391393.jpg,0
images/apple_pie/1392703.jpg,0
images/apple_pie/1397313.jpg,0
images/apple_pie/1399051.jpg,0
images/apple_pie/1406371.jpg,0
images/apple_pie/1410907.jpg,0
images/apple_pie/1416578.jpg,0
images/apple_pie/1420227.jpg,0
images/apple_pie/1421796.jpg,0
images/apple_pie/142332.jpg,0
images/apple_pie/1428585.jpg,0
