image_name,image_label
images/bos_taurus_s_000507.png,19
images/stegosaurus_s_000125.png,29
images/mcintosh_s_000643.png,0
images/altar_boy_s_001435.png,11
images/cichlid_s_000031.png,1
images/phone_s_002161.png,86
images/car_train_s_000043.png,90
images/beaker_s_000604.png,28
images/fog_s_000397.png,23
images/rogue_elephant_s_000421.png,31
images/computer_keyboard_s_000757.png,39
images/willow_tree_s_000645.png,96
images/sunflower_s_000549.png,82
images/palace_s_000759.png,17
images/adriatic_s_001782.png,71
images/computer_keyboard_s_001277.png,39
images/bike_s_000682.png,8
images/wolf_pup_s_001323.png,97
images/squirrel_s_002467.png,80
images/sea_s_000678.png,71
images/shrew_s_002233.png,74
images/pine_tree_s_000087.png,59
images/rose_s_000373.png,70
images/surveillance_system_s_000769.png,87
images/pine_s_001533.png,59
images/table_s_000897.png,84
images/opossum_s_001237.png,64
images/quercus_alba_s_000257.png,52
images/leopard_s_000414.png,42
images/possum_s_002195.png,64
images/bike_s_000127.png,8
images/balmoral_castle_s_000361.png,17
images/acer_saccharinum_s_000646.png,47
images/lapin_s_000916.png,65
images/chimp_s_001419.png,21
images/clock_s_002291.png,22
images/streetcar_s_000663.png,81
images/male_child_s_000800.png,11
images/oriental_cockroach_s_000650.png,24
images/breakfast_table_s_001135.png,84
images/coluber_constrictor_s_000067.png,78
images/lobster_s_000034.png,45
images/mount_s_002852.png,49
images/wolf_pup_s_001277.png,97
images/areca_s_000244.png,56
images/skyscraper_s_000180.png,76
images/boy_s_001150.png,11
images/train_s_001640.png,90
images/tractor_s_001723.png,89
images/snake_s_000046.png,78
images/shortfin_mako_s_000172.png,73
images/butterfly_s_001371.png,14
images/television_s_000158.png,87
images/beer_bottle_s_001063.png,9
images/adriatic_s_002075.png,71
images/honeybee_s_001911.png,6
images/red_maple_s_000275.png,47
images/reclining_chair_s_001157.png,20
images/black_woman_s_001310.png,98
images/silver_maple_s_001664.png,47
images/syrian_hamster_s_000340.png,36
images/otter_s_000259.png,55
images/seal_s_001773.png,72
images/panthera_leo_s_000068.png,43
images/morchella_esculenta_s_000159.png,51
images/female_child_s_000292.png,35
images/bell_pepper_s_001100.png,83
images/forest_s_001702.png,33
images/crocodile_s_002505.png,27
images/valencia_orange_s_000087.png,53
images/tulip_s_000253.png,92
images/mus_musculus_s_000005.png,50
images/arabian_camel_s_000259.png,15
images/tractor_s_000104.png,89
images/hamster_s_001554.png,36
images/caterpillar_s_001005.png,18
images/bulldozer_s_000433.png,89
images/man_s_000841.png,46
images/woods_s_000031.png,33
images/leopard_s_000033.png,42
images/keyboard_s_000092.png,39
images/possum_s_000413.png,64
images/skunk_s_000825.png,75
images/kangaroo_s_002457.png,38
images/cirrocumulus_s_001397.png,23
images/panthera_pardus_s_000593.png,42
images/raccoon_s_002740.png,66
images/garden_snail_s_000513.png,77
images/mount_s_000051.png,49
images/caterpillar_s_000450.png,18
images/man_s_000737.png,46
images/camel_s_000876.png,15
images/girl_s_001964.png,35
images/minuteman_s_000073.png,69
images/fin_whale_s_000110.png,95
images/sweet_pepper_s_000921.png,83
images/manual-skunk007.png,75
images/nematode_s_000034.png,99
images/shark_s_002026.png,73
images/marine_turtle_s_000339.png,93
images/river_otter_s_000028.png,55
images/computer_keyboard_s_000598.png,39
images/castor_fiber_s_000167.png,4
images/timber_wolf_s_000489.png,97
images/dessert_plate_s_000192.png,61
images/turtle_s_000005.png,93
images/mushroom_s_001005.png,51
images/icbm_s_000392.png,69
images/wine_palm_s_000123.png,56
images/breakfast_table_s_000153.png,84
images/pinon_pine_s_001228.png,59
images/didelphis_virginiana_s_000042.png,64
images/armoire_s_000081.png,94
images/beaver_s_001511.png,4
images/boy_s_000081.png,11
images/forest_s_001481.png,33
images/route_s_002291.png,68
images/kangaroo_s_001956.png,38
images/chaise_s_001222.png,20
images/forest_s_000144.png,33
images/fox_s_001040.png,34
images/flatfish_s_000465.png,32
images/man_s_000985.png,46
images/bitter_orange_s_000905.png,53
images/tiger_s_001271.png,88
images/eagle_ray_s_000171.png,67
images/rose_s_001917.png,70
images/possum_s_000350.png,64
images/temple_orange_s_000014.png,53
images/opossum_s_000065.png,64
images/cycle_s_002598.png,8
images/salix_alba_s_000332.png,96
images/television_system_s_001769.png,87
images/dolphin_s_000421.png,30
images/lounge_chair_s_001124.png,20
images/atlantic_bottlenose_dolphin_s_000021.png,30
images/raccoon_s_001121.png,66
images/cattle_s_000366.png,19
images/wtc_s_002253.png,76
images/television_s_000053.png,87
images/oak_tree_s_000106.png,52
images/poppy_s_001932.png,62
images/missy_s_000260.png,35
images/hedgehog_s_000950.png,63
images/discharge_lamp_s_001121.png,40
images/castor_canadensis_s_000795.png,4
images/worm_s_001047.png,99
images/hedgehog_s_000483.png,63
images/masked_shrew_s_000089.png,74
images/sour_orange_s_001216.png,53
images/crab_s_001407.png,26
images/whale_s_000867.png,95
images/minibike_s_000824.png,48
images/nile_crocodile_s_001013.png,27
images/forest_s_001851.png,33
images/dinosaur_s_002033.png,29
images/keyboard_s_001222.png,39
images/argiope_aurantia_s_000308.png,79
images/flounder_s_001779.png,32
images/adam_s_002034.png,46
